user_id,session_count,avg_session_duration,pageviews_per_session,days_since_last_visit,feature_usage_rate,clicks_on_premium_content,referral_source,state,device_type,number_of_visits_last_week,number_of_visits_last_30_days,messages_sent_count,messages_received_count,posts_count,reactions_count,community_sessions_count,number_of_trainings_watched,number_of_trainings_finished,daily_steps,daily_workout_minutes,subscription_status
2842,19,55.33731104285958,3,3,0.2908621822960581,3,organic,Florida,tablet,3,13,6,2,0,10,9,4,4,4962,32,1
2843,14,20.16481738291547,5,22,0.2112922634875144,5,ad,New York,mobile,3,10,10,2,2,7,9,7,0,4982,37,1
2844,12,59.182975732583024,7,5,0.7101526636110798,4,organic,Illinois,desktop,5,10,4,7,0,8,8,8,7,4883,33,0
2845,12,57.83695048848174,1,17,0.3753787420897957,2,referral,Florida,mobile,2,8,8,4,3,10,6,5,4,5160,33,0
2846,17,54.83410487824101,9,10,0.3665707564877597,0,ad,New York,tablet,2,14,4,3,1,5,9,7,4,5078,30,0
2847,15,16.422892978693937,4,24,0.4407192681401032,1,referral,Illinois,desktop,2,8,5,2,2,16,7,12,6,5159,23,0
2848,14,21.572523648078647,2,28,0.8087399665256186,3,ad,New York,tablet,1,8,7,0,1,10,5,4,4,5071,37,1
2849,22,36.636449563520756,5,24,0.7537782539289155,2,referral,Florida,tablet,3,6,6,4,1,5,13,7,4,5020,35,1
2850,12,28.56990006406044,5,20,0.046343464546506286,0,ad,Illinois,tablet,7,11,10,1,3,10,10,7,6,5052,38,0
2851,12,41.3919247919259,5,15,0.5707494338060715,2,referral,Florida,mobile,3,13,7,3,3,11,5,5,5,4894,32,0
2852,14,21.880877634227787,7,20,0.2421315786720626,8,referral,California,mobile,2,11,7,5,1,10,4,7,5,4952,19,0
2853,14,27.26488765213349,4,29,0.9415079814951423,0,ad,New York,mobile,0,10,3,7,2,10,5,9,2,5028,36,1
2854,9,30.926637019312327,6,28,0.26064047330024676,1,organic,Florida,mobile,8,10,4,3,4,8,6,3,3,4879,29,0
2855,14,35.26620902646651,1,18,0.5753047147150389,1,organic,California,desktop,2,12,4,4,2,12,7,9,4,4949,31,1
2856,26,54.13906543670543,6,24,0.7696832951373364,3,ad,California,tablet,2,8,4,5,3,12,9,10,6,4975,25,1
2857,14,15.49185523667283,3,16,0.8429004374905142,2,ad,California,mobile,3,6,5,7,3,14,10,7,7,5077,27,1
2858,11,19.563778989282422,2,22,0.6267886228040924,5,ad,Texas,mobile,2,13,3,4,1,11,9,9,6,4906,29,0
2859,14,58.849708230595134,4,23,0.04173033912731172,2,referral,Florida,mobile,4,13,4,4,5,9,8,11,8,5047,20,1
2860,14,44.33476693927665,5,14,0.6633912697960991,2,organic,Texas,desktop,3,10,3,6,4,12,4,3,3,4899,30,0
2861,19,22.54766793234392,9,22,0.9000958154413403,0,ad,California,desktop,3,11,9,3,3,13,7,15,7,4994,24,1
2862,19,58.5693753276918,5,10,0.9721520967462343,7,referral,Florida,mobile,4,15,10,7,3,9,12,9,3,4870,31,0
2863,12,48.33239559206725,8,18,0.7135628909958319,3,ad,Florida,tablet,5,6,3,1,1,6,6,8,5,5055,34,1
2864,18,53.318422395113124,4,18,0.011874503091677813,5,organic,Florida,tablet,7,7,4,6,1,10,9,11,6,4958,36,1
2865,12,28.254825122282398,3,25,0.6153642792753516,5,ad,Florida,desktop,2,6,6,5,2,9,9,12,4,4955,26,0
2866,17,24.9427061346366,1,13,0.5733783751545658,2,referral,Texas,desktop,2,6,2,4,3,7,5,6,5,5043,41,0
2867,14,47.87150525260135,3,25,0.6055897965597816,2,referral,New York,desktop,3,11,2,3,3,7,1,7,7,4810,41,1
2868,11,22.9473606974525,3,21,0.033773704329305265,4,organic,Illinois,mobile,5,9,0,9,3,11,10,10,4,4947,38,0
2869,9,33.974208203827544,1,2,0.2775066810205711,3,organic,Illinois,tablet,3,7,5,3,4,5,8,5,5,5057,27,0
2870,20,24.590803286907793,3,26,0.30108330849741405,1,organic,New York,tablet,5,8,7,4,1,21,10,9,2,5041,35,1
2871,19,22.058825166375176,5,2,0.4083520249142263,4,organic,Texas,desktop,6,16,4,7,2,10,11,5,4,4970,36,0
2872,13,36.86727407452594,4,27,0.2346256942441176,1,organic,Florida,tablet,4,5,2,2,2,12,7,5,5,5084,25,0
2873,11,31.52392041271014,3,1,0.8843446841942298,2,ad,Texas,mobile,2,10,6,8,1,15,6,6,1,4848,36,1
2874,20,32.6677840080516,5,29,0.4925957508491303,4,referral,California,desktop,3,8,3,8,2,9,7,9,7,5049,30,0
2875,17,43.76162688610294,4,14,0.8355187370268602,4,ad,Texas,mobile,6,8,7,4,1,7,13,6,5,5020,26,1
2876,14,38.44482822699948,4,26,0.22050339568633193,4,organic,Illinois,mobile,2,9,5,3,1,6,3,8,3,4978,23,0
2877,21,35.263877646496816,3,17,0.5826646917248756,2,organic,California,tablet,1,13,3,4,4,11,8,8,5,5089,30,1
2878,19,32.708728821939246,5,22,0.08519106803206689,2,ad,New York,desktop,2,9,3,1,2,11,8,10,4,4981,35,0
2879,11,19.38591155499938,7,11,0.8048053310026977,1,ad,Florida,mobile,3,18,10,3,2,8,9,6,5,4984,41,0
2880,22,40.36740303461616,4,5,0.4117622213934369,3,ad,Texas,desktop,4,9,8,5,0,13,2,8,3,5090,29,1
2881,10,50.42122883450692,10,27,0.5528854667518579,1,referral,Florida,mobile,5,14,1,4,2,10,7,8,6,5044,40,1
2882,13,58.86153774344529,5,22,0.1839827051913202,4,ad,Illinois,tablet,2,15,5,3,4,8,5,12,5,5011,31,0
2883,9,23.472575579911293,3,9,0.4341883347703287,5,ad,Florida,mobile,5,12,7,2,3,8,8,4,4,4908,18,0
2884,17,41.26449660922404,5,1,0.4521016519235965,4,ad,Florida,mobile,2,9,4,4,0,6,9,5,5,5044,28,1
2885,11,17.949346021858055,9,14,0.9732592044400349,1,organic,Florida,desktop,3,13,7,4,2,9,4,6,6,5007,28,0
2886,11,34.25139465738616,3,12,0.5355119215810973,8,ad,Illinois,mobile,5,6,8,2,2,16,7,8,4,5066,33,0
2887,18,52.62383984603318,4,11,0.3573275930712465,2,ad,Florida,mobile,0,10,5,1,0,14,7,6,6,5034,26,0
2888,20,53.638981813526556,6,12,0.5104171612995121,4,organic,California,tablet,5,6,8,5,2,10,8,8,4,4990,34,0
2889,19,55.709700594956864,1,6,0.7813095271333316,3,ad,California,desktop,0,11,7,5,1,10,7,13,4,5008,33,1
2890,11,40.113528517187156,5,18,0.7746004853687134,1,organic,Florida,mobile,3,7,4,7,1,11,9,10,3,5053,32,0
2891,16,29.243771974257335,4,24,0.8890727977730623,2,referral,Texas,mobile,4,14,5,6,3,8,10,12,5,5026,23,1
2892,13,59.47793698458574,2,14,0.6907583181622898,2,organic,New York,desktop,2,8,6,7,2,6,12,9,4,5034,34,0
2893,21,15.558489921461543,3,0,0.48924795407305954,3,referral,New York,tablet,3,8,4,3,2,11,9,5,5,5041,32,0
2894,21,41.12548511168204,2,13,0.8942978014503639,4,ad,New York,desktop,5,10,2,3,3,5,6,9,6,4998,37,0
2895,18,17.248996725746743,7,6,0.6008928076539145,3,organic,Illinois,mobile,3,13,5,4,1,6,10,5,5,5115,30,0
2896,15,50.05717196383349,5,29,0.8513075694544624,2,ad,California,mobile,4,10,6,4,2,9,12,9,5,4978,31,0
2897,16,51.08210879695824,4,26,0.3693670635918457,0,referral,California,desktop,0,9,9,0,1,11,6,9,4,5025,24,0
2898,12,38.84133702861447,4,11,0.023363369858413918,0,ad,Illinois,mobile,2,7,2,4,3,11,4,3,3,5072,25,0
2899,16,52.87913661277427,4,29,0.10443161891518415,3,ad,New York,tablet,6,15,5,1,3,18,10,5,5,5064,27,0
2900,7,55.62603322914316,5,5,0.40751587787245325,2,ad,California,mobile,5,11,6,0,3,9,6,4,4,5075,25,0
2901,9,45.81123200693918,2,11,0.9866536697715629,3,referral,Florida,desktop,1,8,8,2,1,10,8,6,5,5051,26,1
2902,24,28.786475067800446,3,17,0.5976874602675166,6,referral,Texas,mobile,3,10,5,6,1,8,7,6,2,5038,31,1
2903,19,50.317114531843586,4,27,0.11096991552166047,1,ad,California,desktop,7,17,6,4,4,7,6,5,4,4930,33,0
2904,16,29.099217827213796,2,5,0.6551322130244593,3,ad,California,mobile,3,7,8,2,2,10,2,12,3,5098,31,1
2905,17,26.548407336816666,1,25,0.448667090305377,1,organic,Texas,tablet,3,18,9,7,3,10,8,5,4,5085,33,0
2906,16,51.964150463394226,4,5,0.0002372744161391882,6,organic,Florida,tablet,6,10,5,2,1,12,8,7,7,4937,29,0
2907,12,30.337861321502412,2,16,0.31866232337650335,5,organic,Texas,desktop,5,14,4,4,0,9,8,5,5,5016,23,0
2908,11,39.84247488841589,5,16,0.870556683057114,1,ad,California,desktop,0,9,4,6,1,8,10,10,4,5024,24,1
2909,14,27.093510248933065,3,26,0.9044159005853373,3,ad,Illinois,desktop,3,13,2,5,0,4,12,10,5,5120,41,0
2910,15,24.60954485426556,4,27,0.5564390337027559,1,referral,Illinois,mobile,3,3,3,2,2,11,8,11,3,5034,34,0
2911,15,20.346424797041927,3,22,0.6961467303874083,1,referral,Texas,desktop,3,11,6,1,2,14,13,7,4,5056,35,0
2912,16,50.922653309228735,2,2,0.9223930031923796,4,organic,Illinois,desktop,2,8,9,6,0,10,8,5,5,5068,29,1
2913,13,55.89459382490653,3,12,0.8201000435204756,3,organic,Texas,mobile,0,14,3,5,4,9,8,9,4,5083,29,1
2914,12,37.16807661757149,3,9,0.19842974439524796,2,organic,Texas,tablet,2,10,5,5,2,9,2,9,3,4931,27,0
2915,14,30.560678746803717,7,23,0.5259380075862398,2,organic,New York,mobile,2,8,5,4,2,9,6,5,5,5128,35,0
2916,13,25.361448299630414,7,23,0.1692285212045216,3,organic,California,desktop,5,12,8,4,2,8,12,8,8,5048,32,0
2917,11,26.03480872335874,1,11,0.5166363727272582,2,organic,Illinois,mobile,5,8,1,3,2,12,10,8,8,5017,25,0
2918,6,36.953242638607264,4,1,0.9191029709285602,1,referral,Florida,tablet,2,6,2,4,1,13,3,8,8,4977,26,1
2919,17,54.15398323804686,2,19,0.1534382779695158,2,referral,New York,desktop,0,13,7,5,4,7,9,4,2,5020,36,0
2920,23,42.8360409280381,8,13,0.5211940523061476,4,referral,Florida,tablet,2,15,6,8,4,9,13,10,4,5128,24,0
2921,10,28.52583096161278,3,19,0.37911031940658735,4,referral,New York,tablet,2,7,3,8,2,2,9,5,5,4983,32,0
2922,13,44.83494105684296,5,6,0.3762018234808059,3,organic,Florida,tablet,4,8,4,3,1,12,10,8,5,5033,36,0
2923,15,52.524968491653816,5,29,0.3778672157505072,3,referral,New York,mobile,4,8,6,4,3,13,11,12,4,5008,38,0
2924,17,31.36561375273249,3,7,0.010964198432032002,1,organic,New York,mobile,4,16,2,5,1,11,9,4,3,4937,30,0
2925,16,34.42233946974726,6,25,0.70984472453402,3,ad,New York,desktop,3,6,6,7,5,12,13,7,4,4959,38,1
2926,11,31.10002406392494,3,27,0.3692194601844345,2,ad,California,tablet,3,16,7,8,3,11,1,5,2,4925,20,0
2927,24,24.10696487087639,4,11,0.12867474260103395,1,referral,California,tablet,3,8,7,5,3,8,5,12,2,4972,31,0
2928,17,44.15113208882776,4,17,0.008567190953776005,5,referral,Texas,mobile,3,10,1,5,3,9,9,6,5,4979,28,0
2929,9,36.842360153936355,6,6,0.16373927614015527,3,organic,California,mobile,4,10,6,2,1,15,7,5,5,4960,29,0
2930,16,58.29779867134105,1,1,0.9715025510097889,3,organic,Florida,tablet,1,10,5,5,0,12,6,10,1,5048,33,0
2931,16,34.93214560062073,5,6,0.4011397200268042,6,organic,New York,desktop,3,11,4,3,4,12,8,13,3,4942,21,0
2932,13,55.37504022352008,2,12,0.029718186862870533,2,ad,Texas,tablet,3,13,2,4,1,8,12,14,2,4998,24,0
2933,11,46.44227633725873,4,17,0.9930545944107104,1,referral,Florida,desktop,5,6,6,1,2,4,8,13,0,4997,27,0
2934,14,33.65250270230186,7,5,0.5481103843463174,0,organic,Texas,desktop,1,11,2,3,4,11,4,6,6,5055,22,0
2935,24,37.60253231271028,1,3,0.16231983190664268,3,ad,Texas,tablet,4,19,6,2,0,7,11,8,4,4923,30,1
2936,15,50.15074283896176,1,16,0.6422392812497146,1,organic,Texas,desktop,3,10,3,5,2,16,3,6,6,4900,32,0
2937,14,37.7702853215048,4,17,0.4269375160359824,3,ad,Florida,tablet,4,7,5,3,0,9,7,5,3,4997,24,0
2938,15,22.503961692492627,3,29,0.16240216845237665,3,ad,New York,mobile,1,8,7,4,0,10,8,10,6,5098,31,0
2939,16,34.79576432419927,1,9,0.947821697605058,2,referral,Florida,mobile,1,12,5,4,3,4,5,7,4,5081,33,0
2940,19,57.17736849440029,3,6,0.22066644598317497,3,referral,California,mobile,2,7,6,3,2,6,12,6,2,4957,35,0
2941,18,20.744716982631218,3,8,0.2751307421851191,5,organic,New York,tablet,3,9,3,2,1,10,13,10,4,4967,25,0
2942,17,47.660366405234825,3,26,0.465805434844225,3,ad,Florida,mobile,2,6,10,3,0,15,3,3,3,5058,34,0
2943,21,47.83726702096954,2,8,0.6295799976823325,0,referral,Illinois,desktop,4,11,7,9,0,9,3,11,7,5144,27,1
2944,14,16.98184903634476,2,18,0.8814200025056625,2,ad,New York,tablet,5,8,4,2,2,10,13,10,4,4963,24,0
2945,19,42.09578599827047,2,16,0.8384621076280369,4,ad,Florida,mobile,2,10,2,3,2,17,9,4,2,4961,33,0
2946,18,35.80559444035795,2,6,0.1368633782062716,1,ad,Florida,tablet,4,12,5,8,2,8,13,9,5,4991,29,0
2947,21,45.101968594061915,3,23,0.07695483442107243,1,referral,Texas,mobile,2,10,4,4,0,10,1,4,3,4921,26,0
2948,8,33.36259361312285,3,25,0.6757399462146582,4,organic,Illinois,mobile,3,6,6,5,2,5,2,12,9,5019,32,0
2949,16,25.510755028916257,4,10,0.14796617359726238,8,ad,Florida,tablet,3,9,6,3,0,10,3,7,7,4902,31,0
2950,18,35.77409730696715,2,1,0.12015575263106681,3,organic,Illinois,mobile,0,5,4,4,4,12,8,14,6,4998,24,0
2951,21,52.61743599781964,2,3,0.2067347888238673,3,organic,Florida,tablet,3,12,4,3,1,9,8,7,5,4948,23,0
2952,10,20.707261470248405,3,8,0.13689555765588113,2,organic,California,mobile,4,7,5,1,1,9,9,12,4,4979,26,0
2953,12,24.89273270932369,3,12,0.27217681146557393,4,referral,New York,desktop,4,12,8,3,3,10,3,11,8,5060,35,0
2954,14,54.553975749907636,6,10,0.09386771519581072,2,organic,Texas,tablet,5,13,4,4,1,14,6,5,5,4964,27,0
2955,17,29.21956690669505,2,14,0.030361422269722715,3,referral,Texas,mobile,5,9,9,2,0,9,5,9,7,4939,28,0
2956,11,19.205463371589865,5,7,0.33234600086022825,2,ad,California,tablet,3,9,5,1,2,7,10,7,5,5086,31,0
2957,14,25.08520862825089,5,12,0.4422640607857512,3,ad,California,desktop,4,9,6,3,2,6,5,6,6,5050,40,0
2958,22,59.55990419150401,5,24,0.7803118547246451,5,referral,New York,tablet,4,7,2,6,2,8,9,10,4,4867,37,1
2959,22,57.179350891691875,7,26,0.79442483109671,1,organic,Florida,mobile,3,6,1,4,1,7,9,6,5,5058,30,1
2960,17,20.78550845351195,4,7,0.9116868324024511,3,ad,New York,desktop,2,6,5,2,4,14,6,9,7,4986,19,0
2961,20,23.123276544583156,5,6,0.8829091238331749,1,ad,California,desktop,2,12,7,7,2,10,9,10,7,4987,35,1
2962,14,23.989051555715605,0,14,0.2098678859366051,4,referral,Texas,tablet,4,11,5,7,3,5,7,5,5,5047,37,0
2963,11,41.577620954338634,5,19,0.01723735601974874,4,organic,New York,tablet,3,12,3,6,2,14,8,9,6,5062,27,0
2964,8,25.791465330411818,1,10,0.40144877743726315,5,ad,New York,desktop,3,12,3,8,4,8,7,13,4,4957,30,0
2965,15,28.512721215661884,4,22,0.11896042899612791,1,organic,California,desktop,5,14,3,2,2,4,12,7,5,5038,24,0
2966,22,25.25386360338796,1,1,0.35829836011147886,3,organic,California,tablet,2,18,6,2,2,5,4,8,4,4856,25,1
2967,23,32.32177189551018,4,28,0.07345699953906781,2,ad,New York,mobile,4,12,5,5,3,15,11,6,6,5078,24,1
2968,13,22.737951263632908,3,20,0.07606335548725462,2,ad,California,desktop,2,5,0,5,2,11,8,6,6,4817,36,0
2969,6,47.22716645916773,1,7,0.5075070113848381,3,ad,New York,mobile,1,13,5,2,1,12,5,7,4,4973,26,0
2970,10,28.302790894636118,3,17,0.8750416630107493,0,organic,Illinois,tablet,3,10,3,3,4,8,8,1,1,4980,27,0
2971,20,28.484732610640314,3,11,0.24348744000578681,0,ad,Illinois,mobile,1,14,6,2,2,7,6,6,3,5017,20,0
2972,12,51.18301299520303,3,8,0.19474787569936014,2,ad,California,tablet,5,10,6,8,2,12,7,7,2,4886,30,0
2973,12,57.137127313754235,5,0,0.6939348822301625,5,ad,Texas,tablet,1,8,5,3,1,11,8,5,4,4954,22,1
2974,15,38.50483226690832,5,13,0.9745794445547302,2,ad,Texas,mobile,3,9,7,4,1,11,12,15,4,4956,33,0
2975,20,36.40375875513307,2,19,0.875994347984841,2,referral,Illinois,mobile,2,7,4,7,2,8,12,8,7,4906,31,0
2976,22,47.04687938259336,3,21,0.43024482287159316,6,organic,Texas,mobile,1,12,5,1,1,4,8,10,5,5175,32,0
2977,11,19.118567686467017,8,26,0.6988905887656761,2,organic,Illinois,mobile,4,18,3,0,3,9,5,10,9,4996,23,0
2978,18,21.925103393973316,5,29,0.7972925989521014,3,ad,California,mobile,5,10,8,2,0,13,9,10,4,4876,31,1
2979,23,17.339438968924092,5,10,0.789444656595908,4,organic,Illinois,tablet,4,9,6,0,3,13,7,9,5,5013,30,1
2980,11,22.072275023773194,4,7,0.8512352694377835,2,referral,Florida,mobile,4,8,5,4,1,5,6,8,5,5059,26,0
2981,22,56.32666055846705,4,19,0.5900685769278575,4,organic,New York,desktop,3,12,10,5,3,3,10,7,4,5068,38,0
2982,15,44.483860111061176,5,14,0.3067024417373754,3,referral,California,tablet,0,11,5,6,1,7,14,5,4,4973,31,0
2983,10,29.037580504713407,6,0,0.2306027199163816,1,ad,California,desktop,4,12,9,3,1,6,7,9,4,5042,31,0
2984,20,26.06815073068725,1,24,0.005779548929952472,4,ad,Illinois,tablet,1,6,4,1,2,5,7,9,9,4816,40,0
2985,13,46.39213410849638,2,5,0.026131655309168278,5,referral,California,tablet,3,8,9,3,3,3,7,7,4,4938,23,0
2986,14,47.1256896635919,6,1,0.5287462713062934,1,organic,Texas,tablet,2,6,8,5,3,14,9,10,4,5002,35,1
2987,12,21.492535214560075,5,16,0.660751855977751,4,organic,Illinois,desktop,1,10,4,2,1,12,11,7,3,5037,18,0
2988,15,38.14963272024339,4,0,0.2804276356136941,1,referral,Texas,desktop,2,7,3,5,1,9,10,16,7,4925,35,0
2989,25,40.3048131499182,5,0,0.09788693618299926,7,referral,Florida,mobile,4,10,5,2,3,8,8,5,5,5033,34,0
2990,17,15.377266258547406,1,17,0.36874880199562166,2,organic,Florida,tablet,2,9,0,4,3,14,8,9,3,4910,19,0
2991,14,18.663332321449836,4,12,0.23969253675290114,6,referral,Florida,tablet,1,9,2,3,1,12,5,5,5,4925,39,0
2992,10,27.32549705470612,8,22,0.30899414367576916,7,ad,Florida,desktop,4,8,8,2,0,9,9,12,5,5015,21,1
2993,11,35.60797891432702,6,9,0.365192588182384,2,referral,Texas,desktop,1,8,2,3,3,14,9,9,9,5088,28,0
2994,13,19.465294701191805,6,29,0.9602508028973838,4,ad,Illinois,tablet,1,11,6,3,2,10,6,8,2,4992,33,1
2995,14,57.93399873367144,3,29,0.6835042282647359,3,ad,Florida,mobile,1,12,6,5,4,16,10,9,7,5114,24,1
2996,18,40.24776892183448,5,11,0.7970513864722716,5,referral,Texas,desktop,2,8,3,3,0,10,4,3,3,4840,39,1
2997,14,33.66114212651029,8,0,0.008603064329052112,3,referral,Florida,mobile,0,6,3,3,3,12,9,10,6,4984,26,0
2998,20,49.4072197448056,4,6,0.11875458409948392,7,referral,Illinois,tablet,2,7,5,2,1,18,6,8,8,5002,33,0
2999,19,54.99607240682692,5,10,0.6821636823644389,4,referral,California,desktop,6,14,4,5,1,7,6,8,4,5051,41,1
3000,16,54.743939784473476,2,27,0.16666247167403958,3,ad,New York,desktop,3,8,3,3,3,6,7,9,4,5040,28,0
3001,7,56.58043640532891,6,1,0.0684617082550042,0,referral,Texas,desktop,2,12,3,2,3,9,6,10,2,4966,28,0
3002,12,25.006630725655036,4,15,0.9972297176807995,2,ad,California,mobile,4,12,0,5,3,7,11,6,3,5083,41,0
3003,11,19.499195921037312,3,17,0.8101932866211109,4,organic,New York,mobile,4,15,7,3,2,11,6,12,3,4966,35,0
3004,13,39.181639679565784,3,23,0.6764403488201669,3,referral,California,mobile,2,15,5,4,1,12,6,15,8,4994,26,0
3005,18,49.67411100799082,2,19,0.33905924397471476,8,referral,Texas,mobile,5,14,9,1,3,4,6,11,2,4986,37,1
3006,16,15.360060681514243,2,21,0.683236258299301,6,ad,New York,mobile,3,18,4,6,1,9,5,10,9,5017,36,1
3007,20,51.05819870349945,4,0,0.5346183776599129,2,ad,Florida,desktop,5,12,2,4,2,15,9,9,2,4814,26,0
3008,21,36.83133272436848,5,28,0.3541507744989322,6,organic,Texas,desktop,3,10,8,1,2,20,5,11,4,5043,38,0
3009,9,59.850810130844,3,11,0.8665728750156859,2,organic,Texas,mobile,3,9,7,5,3,11,6,8,7,5053,31,0
3010,13,30.877009018952528,3,22,0.10497635145938289,4,ad,New York,desktop,3,14,2,3,3,7,10,14,3,5005,27,0
3011,12,58.6404084509558,4,9,0.18717310289004052,3,ad,Texas,tablet,2,8,5,5,0,12,8,9,3,5056,18,0
3012,14,33.5799841915235,7,15,0.7914111924962209,2,ad,California,tablet,7,11,11,2,3,13,8,7,7,4856,50,1
3013,20,34.33374674199071,6,5,0.25881598014674145,2,organic,California,desktop,1,10,0,1,0,14,9,10,2,4993,34,0
3014,18,17.446241918650983,5,17,0.3428783669378688,5,organic,Illinois,tablet,1,13,3,3,3,11,9,3,3,5032,30,0
3015,16,49.416145311420316,4,1,0.05598341905386095,4,organic,California,mobile,2,6,7,4,3,10,6,5,5,5059,25,0
3016,12,43.536368069292095,2,10,0.6587842137502866,5,ad,Texas,tablet,2,14,5,5,1,10,5,8,5,4975,23,1
3017,16,37.25474410760937,4,24,0.9068220696345988,2,ad,Illinois,desktop,2,11,3,5,2,13,7,8,2,4981,29,1
3018,16,38.19140378536251,4,13,0.33930171718324686,3,organic,Illinois,mobile,7,12,9,3,3,7,9,4,3,5005,26,1
3019,17,39.771184104370484,1,24,0.823206265174586,2,referral,Illinois,mobile,5,15,5,3,2,10,7,7,7,4923,34,0
3020,12,27.057930840141612,6,25,0.28582190470532287,3,ad,California,desktop,3,9,4,7,4,13,11,8,8,5016,38,0
3021,10,27.000125602218965,4,21,0.44326100003659663,6,ad,Florida,tablet,1,11,3,2,2,12,9,3,3,5240,38,1
3022,16,49.65157857898119,3,5,0.5977431012784716,2,referral,Florida,tablet,1,11,6,6,3,7,6,8,8,4936,16,1
3023,16,57.71143775366868,4,28,0.9250824277054573,1,organic,Florida,mobile,1,12,5,5,1,9,6,16,6,4953,31,1
3024,19,34.455206614236644,6,26,0.7632957672757965,2,organic,California,mobile,4,8,7,2,4,11,10,12,4,4875,21,1
3025,13,30.2708301807527,5,2,0.9037393465884341,3,referral,California,tablet,4,8,3,6,2,9,7,4,4,4953,26,0
3026,19,41.59209738330256,2,19,0.5194377327300952,5,referral,Florida,tablet,3,11,3,8,1,4,12,10,4,5033,31,1
3027,9,24.26438134116812,3,19,0.6800250237738732,5,organic,New York,mobile,4,7,2,6,1,4,8,5,4,4886,21,0
3028,16,51.332449263841625,5,0,0.6728041415176862,2,ad,Illinois,desktop,3,10,4,4,3,9,6,11,1,4952,33,0
3029,12,49.248530037956634,7,19,0.4589866527148835,4,referral,California,desktop,2,7,5,1,0,9,6,10,6,4991,28,1
3030,11,57.776247442491474,4,16,0.5111120145475511,0,referral,New York,tablet,4,10,7,4,2,11,5,12,2,4948,31,0
3031,7,20.868777009434368,5,10,0.07493973721821567,3,referral,California,desktop,4,9,6,3,2,11,6,5,3,4910,30,0
3032,15,40.09867577564779,3,8,0.335211503361422,2,referral,Texas,desktop,1,16,4,1,0,8,6,7,4,4910,29,0
3033,13,19.31183205933117,1,19,0.40826146370461613,2,organic,Illinois,mobile,4,10,1,7,0,8,3,11,2,5001,24,0
3034,17,19.58557997414359,10,7,0.18229651544099768,4,ad,California,tablet,2,8,9,7,1,4,4,4,4,5019,28,0
3035,14,36.104205155557224,4,9,0.34945307733151953,3,ad,New York,desktop,5,10,6,1,3,11,3,9,3,5020,28,0
3036,19,43.63852217077446,5,13,0.16702437485380206,5,organic,Florida,tablet,4,8,4,4,3,13,7,8,6,5037,28,0
3037,11,22.871215925101534,3,15,0.0704774910919892,1,referral,Illinois,desktop,6,8,7,1,3,15,10,5,2,4940,36,0
3038,10,38.03055852552325,4,13,0.4297257155429717,3,organic,Florida,mobile,3,8,7,5,3,10,9,10,7,5195,33,0
3039,15,58.71355130067987,2,14,0.7618927035899499,2,referral,New York,desktop,2,8,5,4,2,12,6,7,4,5147,23,0
3040,17,25.445748766217186,4,15,0.9276640032661527,4,organic,California,desktop,3,8,7,7,0,15,15,7,5,4916,19,0
3041,12,58.56855830372389,5,25,0.10869284399404022,1,referral,California,desktop,2,8,6,6,2,2,6,11,1,4935,18,0
3042,23,47.672237814022466,1,27,0.01556168999326657,1,ad,New York,tablet,5,8,6,7,0,6,9,6,3,4984,37,0
3043,15,32.16402561868132,3,20,0.4351225447539271,3,referral,Illinois,mobile,4,6,2,3,2,10,3,7,3,4937,33,0
3044,12,36.67182514272588,5,12,0.1222947490599503,2,ad,Illinois,desktop,4,12,8,5,1,6,7,7,7,4902,38,0
3045,16,32.34679717661159,1,11,0.8238546741996122,4,referral,Illinois,tablet,3,7,4,3,2,6,7,13,8,5044,29,0
3046,11,50.77464130673681,7,26,0.9327864748654215,1,organic,Texas,tablet,4,4,5,5,0,6,7,10,7,4931,31,1
3047,9,33.90895814570102,2,2,0.3577692659353149,1,referral,New York,tablet,4,10,4,6,0,8,8,5,4,5062,33,0
3048,9,23.68627944739785,3,9,0.9756078467532564,2,ad,Illinois,mobile,6,12,4,4,3,11,8,7,7,5036,29,0
3049,13,23.355326078878825,2,1,0.5746060953080903,2,organic,Florida,tablet,5,12,6,4,0,14,9,5,5,5140,33,0
3050,15,43.98396170781663,9,12,0.012807282577150358,2,referral,New York,mobile,5,5,7,4,2,10,14,3,3,4888,22,0
3051,21,37.766166945678926,2,13,0.912791535481503,5,referral,New York,tablet,2,14,4,3,3,12,9,11,4,4985,24,0
3052,12,42.7844882993774,6,27,0.9145545503846,6,referral,Texas,desktop,1,12,4,3,1,11,4,12,5,5065,35,0
3053,22,41.91497365655454,3,27,0.4822742228053726,4,organic,New York,desktop,2,7,7,6,2,10,5,9,6,4970,33,1
3054,18,36.49494618361836,3,8,0.652081293115169,4,organic,California,mobile,2,13,3,6,2,7,7,6,3,5017,28,1
3055,6,16.04457764730332,5,17,0.3134702827825151,3,organic,New York,tablet,6,11,8,5,0,12,5,12,7,5061,33,1
3056,13,51.62475942380432,5,28,0.30362344149410647,5,organic,Illinois,tablet,2,13,3,3,1,9,8,9,1,5007,27,1
3057,13,45.353318311057905,6,4,0.1582056550213301,2,referral,Illinois,desktop,1,9,7,0,2,10,10,6,6,4877,30,0
3058,21,30.863286632063573,5,3,0.660997146759704,7,ad,California,desktop,2,6,4,4,3,10,9,9,4,4902,34,1
