userid,version,monthly_bill,conversion,retention
3234116,oneclick,201,TRUE,TRUE
3234274,oneclick,1,FALSE,FALSE
3234425,old,66,TRUE,FALSE
3234482,old,0,FALSE,FALSE
3234512,oneclick,35,TRUE,TRUE
3234517,old,7,TRUE,FALSE
3234698,old,1,FALSE,FALSE
3234806,oneclick,10,FALSE,FALSE
3234852,oneclick,2,FALSE,FALSE
3235045,old,4,FALSE,FALSE
3235196,oneclick,10,FALSE,FALSE
3235355,old,17,FALSE,FALSE
3235618,old,18,TRUE,FALSE
3235628,old,240,TRUE,TRUE
3235638,oneclick,114,TRUE,TRUE
3235704,old,23,FALSE,FALSE
3235716,old,0,FALSE,FALSE
3235852,old,50,TRUE,FALSE
3236176,oneclick,101,TRUE,FALSE
3236349,oneclick,317,TRUE,TRUE
3236515,old,178,TRUE,TRUE
3236568,oneclick,8,TRUE,FALSE
3236609,old,393,TRUE,TRUE
3236611,oneclick,16,FALSE,FALSE
3236700,old,108,FALSE,FALSE
3236706,old,2,FALSE,FALSE
3236779,oneclick,8,FALSE,FALSE
3236866,oneclick,18,TRUE,FALSE
3236934,oneclick,127,FALSE,FALSE
3236980,old,51,TRUE,FALSE
3236989,old,58,TRUE,FALSE
3237166,old,142,TRUE,TRUE
3237174,old,463,TRUE,TRUE
3237346,oneclick,27,TRUE,FALSE
3237637,old,31,TRUE,FALSE
3237694,oneclick,21,FALSE,FALSE
3237855,oneclick,41,TRUE,FALSE
3237877,old,11,FALSE,FALSE
3237903,old,3,FALSE,FALSE
3237932,old,7,FALSE,FALSE
3237934,oneclick,47,FALSE,FALSE
3238097,oneclick,88,TRUE,TRUE
3238173,old,30,TRUE,TRUE
3238228,old,5,FALSE,FALSE
3238295,oneclick,39,TRUE,TRUE
3238307,old,2,FALSE,FALSE
3238330,oneclick,17,FALSE,FALSE
3238372,old,30,TRUE,FALSE
3238391,old,6,TRUE,FALSE
3238436,old,220,TRUE,TRUE
3238451,oneclick,68,TRUE,FALSE
3238495,old,3,FALSE,FALSE
3238508,old,19,FALSE,FALSE
3238581,old,50,TRUE,TRUE
3238637,oneclick,83,TRUE,FALSE
3238766,old,53,TRUE,FALSE
3238767,oneclick,13,TRUE,FALSE
3238807,old,168,FALSE,TRUE
3238901,oneclick,14,FALSE,FALSE
3238989,old,326,TRUE,TRUE
3239048,oneclick,0,FALSE,FALSE
3239077,oneclick,223,TRUE,FALSE
3239298,oneclick,28,TRUE,FALSE
3239467,oneclick,11,FALSE,FALSE
3239580,oneclick,2,FALSE,FALSE
3239618,oneclick,40,TRUE,FALSE
3239644,old,0,FALSE,FALSE
3239659,oneclick,218,TRUE,TRUE
3239701,oneclick,370,TRUE,TRUE
3239852,old,2,FALSE,FALSE
3239928,oneclick,18,TRUE,FALSE
3240141,oneclick,15,FALSE,FALSE
3240197,oneclick,39,TRUE,FALSE
3240234,old,8,FALSE,FALSE
3240401,oneclick,5,TRUE,FALSE
3240661,old,10,TRUE,FALSE
3240885,old,6,FALSE,FALSE
3240902,oneclick,12,FALSE,FALSE
3241147,old,76,TRUE,FALSE
3241206,oneclick,0,FALSE,FALSE
3241251,old,40,FALSE,FALSE
3241321,old,3,FALSE,FALSE
3241487,oneclick,111,TRUE,TRUE
3241634,oneclick,38,TRUE,FALSE
3241771,oneclick,26,FALSE,FALSE
3241868,old,16,FALSE,FALSE
3241973,old,12,TRUE,FALSE
3242045,oneclick,132,TRUE,TRUE
3242168,old,1,FALSE,FALSE
3242233,old,11,TRUE,FALSE
3242347,old,3,FALSE,FALSE
3242500,old,0,TRUE,FALSE
3242623,oneclick,1,FALSE,FALSE
3242661,oneclick,63,TRUE,FALSE
3242727,old,64,TRUE,TRUE
3242781,old,2,FALSE,FALSE
3242839,oneclick,5,FALSE,FALSE
3242855,old,64,TRUE,FALSE
3243050,old,16,FALSE,FALSE
3243480,old,10,TRUE,FALSE
3243557,old,1,FALSE,FALSE
3243579,old,23,TRUE,FALSE
3243911,old,1,FALSE,FALSE
3243984,oneclick,28,FALSE,FALSE
3244184,old,13,TRUE,FALSE
3244222,oneclick,11,FALSE,FALSE
3244294,oneclick,4,FALSE,FALSE
3244339,old,7,FALSE,FALSE
3244384,oneclick,1,FALSE,FALSE
3244388,old,0,FALSE,FALSE
3244392,old,61,TRUE,FALSE
3244483,old,2,FALSE,FALSE
3244533,old,2,FALSE,FALSE
3244584,oneclick,0,FALSE,FALSE
3244725,oneclick,204,FALSE,TRUE
3244728,oneclick,162,TRUE,FALSE
3244831,oneclick,22,TRUE,TRUE
3244932,oneclick,89,TRUE,FALSE
3244942,oneclick,9,TRUE,FALSE
3244997,oneclick,2,FALSE,FALSE
3245201,oneclick,3,FALSE,FALSE
3245271,oneclick,16,FALSE,TRUE
3245667,old,162,TRUE,TRUE
3245676,oneclick,13,TRUE,FALSE
3245702,oneclick,74,TRUE,FALSE
3245704,oneclick,109,TRUE,FALSE
3245785,oneclick,6,FALSE,FALSE
3246095,oneclick,123,TRUE,FALSE
3246190,old,2,FALSE,FALSE
3246459,old,43,TRUE,FALSE
3246489,old,57,TRUE,TRUE
3246499,old,28,TRUE,FALSE
3246530,old,31,TRUE,FALSE
3246643,oneclick,28,TRUE,FALSE
3246656,old,82,TRUE,TRUE
3246726,old,3,FALSE,FALSE
3246832,old,13,FALSE,FALSE
3246835,oneclick,12,TRUE,FALSE
3246888,old,125,TRUE,TRUE
3246947,oneclick,97,TRUE,FALSE
3247121,old,512,TRUE,TRUE
3247206,old,12,TRUE,FALSE
3247255,old,38,FALSE,TRUE
3247264,oneclick,64,TRUE,FALSE
3247452,old,11,TRUE,FALSE
3247538,oneclick,697,TRUE,TRUE
3247710,oneclick,21,FALSE,FALSE
3247828,oneclick,27,TRUE,FALSE
3248233,oneclick,2,FALSE,FALSE
3248273,old,2,FALSE,FALSE
3248334,oneclick,6,FALSE,FALSE
3248381,oneclick,39,TRUE,FALSE
3248385,oneclick,48,TRUE,FALSE
3248475,old,98,TRUE,TRUE
3248484,oneclick,162,TRUE,FALSE
3248496,oneclick,0,TRUE,FALSE
3248564,oneclick,65,FALSE,FALSE
3248690,oneclick,39,FALSE,TRUE
3248719,oneclick,4,FALSE,FALSE
3248766,old,16,TRUE,FALSE
3248801,old,70,TRUE,FALSE
3248977,old,3,FALSE,FALSE
3249778,old,23,FALSE,FALSE
3249795,old,45,FALSE,TRUE
3249983,oneclick,16,TRUE,FALSE
3250063,old,14,FALSE,FALSE
3250126,oneclick,10,FALSE,TRUE
3250191,old,8,FALSE,FALSE
3250309,oneclick,20,TRUE,FALSE
3250529,old,0,FALSE,FALSE
3250542,old,352,TRUE,TRUE
3250608,old,13,FALSE,FALSE
3250737,old,7,FALSE,FALSE
3250893,oneclick,18,FALSE,FALSE
3250906,oneclick,40,TRUE,TRUE
3251098,old,30,TRUE,FALSE
3251130,oneclick,6,FALSE,FALSE
3251133,oneclick,12,TRUE,FALSE
3251202,oneclick,11,FALSE,FALSE
3251227,oneclick,16,FALSE,FALSE
3251334,oneclick,19,TRUE,FALSE
3251345,oneclick,26,TRUE,TRUE
3251501,oneclick,2,FALSE,FALSE
3251507,old,29,TRUE,FALSE
3251727,old,17,FALSE,FALSE
3251777,old,0,FALSE,FALSE
3251881,oneclick,201,TRUE,FALSE
3251930,old,52,FALSE,FALSE
3251965,old,7,TRUE,FALSE
3252066,old,24,TRUE,FALSE
3252105,old,51,TRUE,FALSE
3252140,old,34,TRUE,FALSE
3252155,oneclick,48,TRUE,FALSE
3252205,oneclick,19,TRUE,FALSE
3252242,oneclick,4,FALSE,FALSE
3252262,old,2,FALSE,FALSE
3252313,oneclick,8,TRUE,FALSE
3252379,oneclick,17,TRUE,TRUE
3252389,oneclick,20,FALSE,FALSE
3252441,old,16,TRUE,FALSE
3252552,oneclick,19,FALSE,FALSE
3252577,old,7,FALSE,FALSE
3252657,oneclick,187,TRUE,TRUE
3252666,oneclick,58,TRUE,FALSE
3252695,old,4,FALSE,FALSE
3252745,old,33,TRUE,FALSE
3252749,oneclick,2,FALSE,FALSE
3252778,oneclick,18,FALSE,FALSE
3252892,oneclick,53,TRUE,TRUE
3252974,old,1,FALSE,FALSE
3253065,oneclick,0,FALSE,TRUE
3253148,old,103,TRUE,TRUE
3253199,old,20,TRUE,FALSE
3253331,oneclick,21,FALSE,FALSE
3253477,old,0,FALSE,FALSE
3253478,old,83,TRUE,FALSE
3253569,old,78,TRUE,FALSE
3253711,old,210,FALSE,TRUE
3253757,old,19,TRUE,FALSE
3253822,oneclick,77,FALSE,FALSE
3253890,oneclick,12,FALSE,FALSE
3253926,oneclick,20,TRUE,FALSE
3253974,oneclick,45,TRUE,FALSE
3254086,old,4,FALSE,FALSE
3254270,oneclick,3,TRUE,FALSE
3254390,old,164,TRUE,FALSE
3254830,old,378,TRUE,TRUE
3254916,oneclick,450,TRUE,TRUE
3255093,old,451,TRUE,TRUE
3255706,oneclick,34,TRUE,FALSE
3255889,old,71,TRUE,FALSE
3255891,oneclick,8,FALSE,FALSE
3255897,old,2,FALSE,FALSE
3256197,old,10,FALSE,FALSE
3256228,oneclick,1,FALSE,FALSE
3256240,oneclick,250,TRUE,TRUE
3256253,oneclick,1,FALSE,FALSE
3256337,old,13,FALSE,FALSE
3256468,old,14,FALSE,FALSE
3256543,oneclick,15,FALSE,FALSE
3256546,old,0,FALSE,FALSE
3256647,oneclick,8,FALSE,FALSE
3256667,oneclick,26,FALSE,FALSE
3256676,old,2,FALSE,FALSE
3256787,oneclick,3,FALSE,FALSE
3256828,oneclick,10,FALSE,FALSE
3256835,old,22,TRUE,FALSE
3256851,oneclick,19,FALSE,FALSE
3256899,old,69,TRUE,TRUE
3256905,old,10,FALSE,TRUE
3256937,oneclick,1,FALSE,FALSE
3256975,old,200,TRUE,TRUE
3257040,oneclick,0,FALSE,FALSE
3257043,old,21,TRUE,FALSE
3257366,oneclick,25,FALSE,FALSE
3257452,old,14,FALSE,FALSE
3257722,oneclick,1,FALSE,FALSE
3257867,oneclick,13,TRUE,FALSE
3258359,oneclick,14,FALSE,FALSE
3258452,oneclick,6,FALSE,FALSE
3258519,oneclick,49,TRUE,TRUE
3258596,oneclick,18,FALSE,FALSE
3258639,oneclick,6,FALSE,FALSE
3258652,oneclick,1,FALSE,FALSE
3258686,old,3,FALSE,FALSE
3258736,oneclick,26,FALSE,FALSE
3258766,old,0,FALSE,FALSE
3258876,old,108,TRUE,FALSE
3258911,old,0,FALSE,FALSE
3258930,old,4,FALSE,FALSE
3259094,oneclick,29,TRUE,FALSE
3259114,old,13,TRUE,FALSE
3259155,oneclick,26,FALSE,FALSE
3259274,oneclick,4,FALSE,FALSE
3259398,old,4,FALSE,FALSE
3259408,old,2,FALSE,FALSE
3259520,old,6,TRUE,FALSE
3259529,old,19,FALSE,FALSE
3259551,old,14,TRUE,FALSE
3259620,oneclick,9,TRUE,FALSE
3259639,old,14,FALSE,FALSE
3259719,old,4,FALSE,FALSE
3259959,oneclick,58,TRUE,FALSE
3260091,old,56,FALSE,FALSE
3260209,oneclick,105,FALSE,FALSE
3260329,oneclick,6,FALSE,FALSE
3260454,old,46,FALSE,FALSE
3260616,old,2,FALSE,FALSE
3260731,old,12,TRUE,FALSE
3260789,old,118,TRUE,TRUE
3260948,old,52,TRUE,TRUE
3261029,old,3,FALSE,FALSE
3261068,oneclick,17,TRUE,FALSE
3261094,old,12,FALSE,FALSE
3261143,old,9,FALSE,FALSE
3261217,old,2,TRUE,FALSE
3261286,oneclick,6,FALSE,FALSE
3261309,old,3,FALSE,FALSE
3261430,oneclick,99,TRUE,FALSE
3261661,oneclick,33,FALSE,FALSE
3261788,oneclick,33,FALSE,FALSE
3262060,old,16,TRUE,FALSE
3262123,old,3,FALSE,FALSE
3262126,oneclick,19,TRUE,FALSE
3262134,oneclick,2,FALSE,FALSE
3262294,oneclick,1,FALSE,FALSE
3262397,oneclick,56,TRUE,FALSE
3262582,oneclick,3,FALSE,FALSE
3262622,oneclick,2,FALSE,FALSE
3262695,old,1187,FALSE,TRUE
3262810,oneclick,29,TRUE,FALSE
3263072,oneclick,0,FALSE,FALSE
3263134,oneclick,7,TRUE,FALSE
3263305,old,68,TRUE,TRUE
3263351,old,17,FALSE,FALSE
3263387,old,124,TRUE,FALSE
3263441,oneclick,29,TRUE,TRUE
3263567,oneclick,2,FALSE,FALSE
3263575,oneclick,41,FALSE,FALSE
3263750,oneclick,3,FALSE,FALSE
3263796,oneclick,6,FALSE,FALSE
3263841,old,62,TRUE,FALSE
3263877,old,17,FALSE,FALSE
3264359,old,32,TRUE,FALSE
3264362,oneclick,6,FALSE,FALSE
3264371,oneclick,16,FALSE,FALSE
3264491,old,8,FALSE,FALSE
3264548,old,2,FALSE,FALSE
3264590,oneclick,17,TRUE,FALSE
3264598,oneclick,5,FALSE,FALSE
3264631,old,1,FALSE,FALSE
3264918,oneclick,1,FALSE,FALSE
3265001,old,5,FALSE,FALSE
3265141,oneclick,25,FALSE,TRUE
3265242,old,81,TRUE,FALSE
3265411,old,25,FALSE,TRUE
3265519,oneclick,25,TRUE,FALSE
3265584,old,11,TRUE,TRUE
3265741,oneclick,4,FALSE,FALSE
3265875,oneclick,64,TRUE,TRUE
3265976,old,4,FALSE,FALSE
3266097,oneclick,2,FALSE,FALSE
3266194,old,2,FALSE,FALSE
3266205,oneclick,4,FALSE,FALSE
3266298,old,36,TRUE,FALSE
3266437,old,2,FALSE,FALSE
3266525,oneclick,9,FALSE,FALSE
3266704,old,77,TRUE,FALSE
3266800,oneclick,20,FALSE,FALSE
3266879,old,25,FALSE,FALSE
3266903,oneclick,147,TRUE,TRUE
3266912,oneclick,72,TRUE,FALSE
3267025,oneclick,11,TRUE,FALSE
3267073,oneclick,2,FALSE,FALSE
3267243,old,5,FALSE,FALSE
3267282,old,40,FALSE,FALSE
3267410,oneclick,2,FALSE,FALSE
3267550,old,158,TRUE,TRUE
3267567,old,2,FALSE,FALSE
3267604,oneclick,6,FALSE,FALSE
3267605,old,1,FALSE,FALSE
3267708,old,29,FALSE,FALSE
3267748,old,29,FALSE,FALSE
3267943,oneclick,10,TRUE,FALSE
3267990,oneclick,80,FALSE,FALSE
3268045,old,3,FALSE,FALSE
3268062,old,6,TRUE,TRUE
3268114,old,2,FALSE,FALSE
3268578,old,13,FALSE,FALSE
3269049,old,24,TRUE,FALSE
3269066,oneclick,13,FALSE,FALSE
3269141,old,4,FALSE,FALSE
3269243,oneclick,11,FALSE,FALSE
3269249,oneclick,2,FALSE,FALSE
3269258,old,6,FALSE,FALSE
3269345,old,141,TRUE,FALSE
3269422,oneclick,375,TRUE,TRUE
3269598,oneclick,31,FALSE,FALSE
3269617,oneclick,18,TRUE,FALSE
3269618,oneclick,125,TRUE,TRUE
3269800,oneclick,0,FALSE,FALSE
3269982,oneclick,25,FALSE,FALSE
3270002,oneclick,3,FALSE,FALSE
3270009,old,9,FALSE,FALSE
3270079,old,14,TRUE,FALSE
3270258,oneclick,76,FALSE,TRUE
3270322,old,11,FALSE,FALSE
3270331,oneclick,9,FALSE,FALSE
3270377,oneclick,141,TRUE,FALSE
3270520,old,0,FALSE,FALSE
3270688,old,299,TRUE,TRUE
3270821,old,12,FALSE,FALSE
3270929,old,118,TRUE,TRUE
3270981,old,3,FALSE,FALSE
3270989,oneclick,7,FALSE,FALSE
3271073,oneclick,53,TRUE,FALSE
3271078,old,7,FALSE,FALSE
3271100,oneclick,11,TRUE,FALSE
3271139,old,5,TRUE,FALSE
3271286,oneclick,28,FALSE,TRUE
3271305,old,302,TRUE,TRUE
3271324,oneclick,104,TRUE,TRUE
3271375,oneclick,24,FALSE,FALSE
3271439,oneclick,14,FALSE,FALSE
3271615,old,2640,TRUE,FALSE
3271681,oneclick,103,TRUE,FALSE
3271716,old,164,TRUE,TRUE
3271823,old,7,FALSE,FALSE
3271920,old,22,TRUE,FALSE
3272158,oneclick,2,FALSE,FALSE
3272280,oneclick,22,TRUE,FALSE
3272311,oneclick,27,TRUE,FALSE
3272418,old,25,FALSE,FALSE
3272581,old,10,FALSE,FALSE
3272622,oneclick,83,FALSE,FALSE
3272655,old,75,TRUE,FALSE
3272688,oneclick,5,FALSE,FALSE
3272689,old,1,FALSE,FALSE
3272763,oneclick,16,FALSE,FALSE
3272784,old,1,FALSE,FALSE
3272829,oneclick,22,FALSE,FALSE
3273437,old,26,TRUE,FALSE
3273458,oneclick,55,TRUE,TRUE
3273520,old,293,TRUE,TRUE
3273589,old,60,FALSE,FALSE
3273691,oneclick,8,FALSE,FALSE
3273708,old,293,TRUE,FALSE
3273783,old,2,FALSE,FALSE
3273822,oneclick,7,FALSE,FALSE
3274064,oneclick,117,TRUE,FALSE
3274149,oneclick,3,FALSE,FALSE
3274410,old,61,TRUE,FALSE
3274863,oneclick,111,TRUE,TRUE
3274900,oneclick,6,FALSE,FALSE
3275038,oneclick,13,TRUE,FALSE
3275068,old,6,FALSE,FALSE
3275124,oneclick,1,FALSE,FALSE
3275164,old,1,FALSE,FALSE
3275222,old,30,FALSE,FALSE
3275241,oneclick,66,TRUE,FALSE
3275268,old,15,FALSE,FALSE
3275319,old,77,FALSE,FALSE
3275407,oneclick,0,FALSE,FALSE
3275771,oneclick,4,FALSE,FALSE
3275786,oneclick,8,TRUE,FALSE
3275797,oneclick,7,FALSE,FALSE
3275968,oneclick,39,TRUE,FALSE
3275976,oneclick,41,TRUE,FALSE
3276014,oneclick,13,FALSE,FALSE
3276101,old,15,FALSE,FALSE
3276117,old,26,FALSE,FALSE
3276204,old,79,TRUE,TRUE
3276389,oneclick,2,FALSE,FALSE
3276434,old,1,FALSE,FALSE
3276474,old,1,FALSE,FALSE
3276499,old,26,TRUE,FALSE
3276503,old,144,TRUE,FALSE
3276553,old,8,FALSE,FALSE
3276685,old,3,TRUE,FALSE
3276695,oneclick,138,TRUE,TRUE
3276814,old,28,FALSE,FALSE
3276982,oneclick,33,TRUE,FALSE
3277006,old,5,FALSE,FALSE
3277164,old,0,FALSE,FALSE
3277425,oneclick,13,FALSE,FALSE
3277506,old,16,FALSE,FALSE
3277533,old,13,FALSE,FALSE
3277768,old,221,TRUE,TRUE
3277811,oneclick,5,FALSE,FALSE
3277913,old,97,TRUE,FALSE
3277963,old,38,FALSE,FALSE
3277995,oneclick,7,FALSE,FALSE
3278092,oneclick,198,TRUE,TRUE
3278942,old,30,FALSE,FALSE
3279074,oneclick,1,FALSE,FALSE
3279157,oneclick,77,FALSE,TRUE
3279439,oneclick,107,FALSE,FALSE
3279523,old,9,TRUE,FALSE
3279700,old,0,FALSE,FALSE
3279729,old,9,TRUE,FALSE
3279937,old,4,FALSE,FALSE
3279944,oneclick,11,FALSE,FALSE
3279953,oneclick,187,TRUE,FALSE
3280031,old,37,TRUE,FALSE
3280058,oneclick,15,FALSE,FALSE
3280275,old,3,FALSE,FALSE
3280470,old,29,TRUE,FALSE
3280576,oneclick,15,FALSE,FALSE
3280914,oneclick,32,TRUE,FALSE
3281063,oneclick,46,TRUE,FALSE
3281253,old,2,FALSE,FALSE
3281383,oneclick,183,TRUE,TRUE
3281452,old,18,TRUE,FALSE
3281549,oneclick,19,TRUE,TRUE
3281727,old,15,TRUE,FALSE
3281760,oneclick,91,TRUE,TRUE
3281767,oneclick,4,FALSE,FALSE
3281791,old,25,FALSE,FALSE
3281863,old,21,TRUE,FALSE
3281903,old,20,TRUE,FALSE
3281942,oneclick,22,FALSE,TRUE
3282090,old,14,FALSE,FALSE
3282131,old,133,FALSE,FALSE
3282310,oneclick,5,FALSE,FALSE
3282330,old,23,FALSE,FALSE
3282421,old,5,FALSE,FALSE
3282426,old,3,FALSE,FALSE
3282487,old,16,FALSE,FALSE
3282617,old,11,FALSE,FALSE
3282627,oneclick,23,FALSE,FALSE
3282722,oneclick,8,FALSE,FALSE
3283069,oneclick,21,FALSE,FALSE
3283238,old,1,FALSE,FALSE
3283258,old,33,TRUE,FALSE
3283520,old,83,TRUE,FALSE
3283611,oneclick,5,FALSE,FALSE
3283749,oneclick,3,FALSE,FALSE
3283768,oneclick,22,TRUE,TRUE
3283830,oneclick,8,FALSE,FALSE
3283899,old,1,FALSE,FALSE
3284110,old,37,FALSE,FALSE
3284167,old,54,TRUE,TRUE
3284766,old,221,TRUE,TRUE
3284958,old,11,FALSE,FALSE
3284963,old,105,TRUE,TRUE
3285169,old,19,TRUE,FALSE
3285175,old,63,TRUE,FALSE
3285188,oneclick,0,FALSE,FALSE
3285397,oneclick,21,FALSE,FALSE
3285480,oneclick,2,FALSE,FALSE
3285622,old,14,FALSE,TRUE
3285637,old,13,FALSE,FALSE
3285788,oneclick,2,FALSE,FALSE
3286139,oneclick,12,FALSE,FALSE
3286159,oneclick,65,TRUE,FALSE
3286203,oneclick,75,TRUE,TRUE
3286375,oneclick,1,FALSE,FALSE
3286709,old,7,FALSE,FALSE
3286755,oneclick,34,TRUE,FALSE
3287434,oneclick,5,FALSE,FALSE
3287541,oneclick,15,TRUE,FALSE
3287566,old,10,FALSE,FALSE
3287677,oneclick,30,TRUE,FALSE
3287869,old,13,FALSE,FALSE
3288098,oneclick,44,FALSE,FALSE
3288320,old,3,FALSE,FALSE
3288851,old,3,FALSE,FALSE
3289056,oneclick,0,FALSE,FALSE
3289106,oneclick,36,TRUE,FALSE
3289121,oneclick,3,FALSE,FALSE
3289340,old,2,FALSE,FALSE
3289486,oneclick,2,FALSE,FALSE
3289550,oneclick,2,FALSE,FALSE
3289727,oneclick,4,FALSE,FALSE
3289745,oneclick,4,FALSE,FALSE
3289939,oneclick,20,FALSE,FALSE
3290169,old,57,TRUE,FALSE
3290257,old,20,TRUE,FALSE
3290259,oneclick,1,FALSE,FALSE
3290519,oneclick,15,FALSE,FALSE
3290570,oneclick,50,TRUE,FALSE
3290696,old,121,FALSE,TRUE
3290797,oneclick,41,TRUE,FALSE
3290821,old,7,FALSE,FALSE
3290954,oneclick,61,TRUE,FALSE
3291241,old,25,FALSE,FALSE
3291305,oneclick,46,TRUE,FALSE
3291512,oneclick,469,TRUE,TRUE
3291772,oneclick,8,TRUE,FALSE
3291969,old,13,FALSE,FALSE
3291982,oneclick,4,FALSE,TRUE
3292075,old,2,FALSE,FALSE
3292081,oneclick,8,FALSE,FALSE
3292237,old,127,TRUE,TRUE
3292263,oneclick,81,TRUE,TRUE
3292271,oneclick,34,FALSE,FALSE
3292539,old,4,FALSE,FALSE
3292623,oneclick,193,TRUE,TRUE
3292811,oneclick,211,TRUE,FALSE
3292941,oneclick,2,FALSE,FALSE
3292979,oneclick,6,FALSE,FALSE
3293049,old,17,TRUE,FALSE
3293286,old,14,TRUE,TRUE
3293344,old,27,TRUE,FALSE
3293439,oneclick,132,TRUE,FALSE
3293520,oneclick,4,FALSE,FALSE
3293670,oneclick,6,FALSE,FALSE
3294019,oneclick,6,FALSE,FALSE
3294047,oneclick,16,FALSE,FALSE
3294166,old,250,TRUE,TRUE
3294392,old,85,TRUE,FALSE
3294439,old,35,TRUE,FALSE
3294492,old,67,TRUE,TRUE
3294511,oneclick,3,FALSE,FALSE
3294542,oneclick,69,TRUE,TRUE
3294597,old,159,TRUE,FALSE
3294877,oneclick,7,FALSE,FALSE
3294904,old,9,FALSE,FALSE
3295090,old,11,FALSE,FALSE
3295379,old,76,TRUE,FALSE
3295481,old,17,TRUE,FALSE
3295517,old,136,TRUE,TRUE
3295608,oneclick,35,TRUE,FALSE
3295667,old,1,FALSE,FALSE
3295703,oneclick,19,FALSE,FALSE
3295804,old,13,FALSE,FALSE
3295830,old,47,TRUE,FALSE
3295943,old,7,FALSE,FALSE
3296116,old,5,FALSE,FALSE
3296158,oneclick,5,FALSE,FALSE
3296247,oneclick,1,FALSE,FALSE
3296258,oneclick,7,FALSE,FALSE
3296451,oneclick,202,TRUE,TRUE
3296516,oneclick,10,FALSE,FALSE
3296620,old,52,FALSE,FALSE
3296625,oneclick,6,FALSE,FALSE
3296640,oneclick,3,FALSE,FALSE
3296656,oneclick,4,FALSE,FALSE
3296713,oneclick,48,TRUE,FALSE
3296986,oneclick,0,FALSE,FALSE
3297205,oneclick,27,FALSE,FALSE
3297242,oneclick,8,TRUE,FALSE
3297459,old,177,TRUE,TRUE
3297558,old,37,TRUE,FALSE
3297622,oneclick,130,TRUE,FALSE
3297633,oneclick,25,TRUE,FALSE
3297764,old,7,TRUE,FALSE
3297814,old,60,TRUE,TRUE
3297875,oneclick,28,FALSE,FALSE
3298102,old,5,TRUE,FALSE
3298401,oneclick,5,FALSE,FALSE
3298448,oneclick,2,FALSE,FALSE
3298717,old,19,FALSE,FALSE
3298818,old,2,FALSE,FALSE
3298908,old,36,FALSE,FALSE
3299011,oneclick,15,TRUE,FALSE
3299053,oneclick,69,TRUE,TRUE
3299149,old,2,FALSE,FALSE
3299217,old,7,TRUE,FALSE
3299251,oneclick,3,FALSE,FALSE
3299334,old,15,FALSE,FALSE
3299392,oneclick,8,FALSE,FALSE
3299590,oneclick,149,TRUE,FALSE
3299612,old,0,FALSE,FALSE
3299624,oneclick,2,FALSE,FALSE
3299749,old,4,FALSE,FALSE
3299876,oneclick,34,TRUE,FALSE
3299898,old,11,FALSE,FALSE
3299948,oneclick,3,FALSE,FALSE
3300542,old,11,FALSE,FALSE
3300614,oneclick,18,TRUE,FALSE
3300617,old,5,FALSE,FALSE
3300626,oneclick,10,FALSE,FALSE
3300632,old,21,TRUE,TRUE
3301052,oneclick,8,TRUE,FALSE
3301342,oneclick,92,TRUE,FALSE
3301344,oneclick,4,FALSE,FALSE
3301393,old,0,FALSE,FALSE
3301530,oneclick,7,FALSE,FALSE
3301708,oneclick,15,FALSE,FALSE
3301999,old,1,FALSE,FALSE
3302102,oneclick,5,FALSE,FALSE
3302196,oneclick,4,FALSE,FALSE
3302197,old,6,FALSE,FALSE
3302256,oneclick,9,FALSE,FALSE
3302262,oneclick,18,FALSE,FALSE
3302404,oneclick,7,FALSE,FALSE
3302426,old,44,TRUE,FALSE
3302498,old,30,FALSE,FALSE
3302535,oneclick,3,FALSE,FALSE
3302544,oneclick,3,FALSE,FALSE
3302576,old,106,TRUE,FALSE
3302717,oneclick,4,FALSE,FALSE
3302999,oneclick,9,FALSE,FALSE
3303126,old,16,FALSE,FALSE
3303198,old,87,TRUE,FALSE
3303639,old,168,TRUE,TRUE
3303716,oneclick,13,FALSE,FALSE
3303981,oneclick,14,FALSE,FALSE
3304018,old,14,TRUE,FALSE
3304093,oneclick,9,TRUE,FALSE
3304129,old,9,FALSE,FALSE
3304557,oneclick,0,FALSE,FALSE
3304624,oneclick,232,TRUE,TRUE
3304771,old,27,TRUE,TRUE
3304969,oneclick,67,FALSE,FALSE
3305091,old,7,FALSE,FALSE
3305136,oneclick,72,FALSE,FALSE
3305385,oneclick,9,FALSE,FALSE
3305507,old,8,FALSE,FALSE
3305587,old,81,TRUE,FALSE
3305886,oneclick,302,TRUE,TRUE
3305905,old,249,TRUE,TRUE
3305911,oneclick,3,FALSE,FALSE
3305953,oneclick,3,FALSE,FALSE
3306008,old,18,FALSE,FALSE
3306272,old,23,TRUE,FALSE
3306319,old,2,FALSE,FALSE
3306521,oneclick,23,TRUE,FALSE
3306533,oneclick,6,FALSE,FALSE
3306559,oneclick,0,FALSE,FALSE
3306660,oneclick,31,FALSE,FALSE
3306741,old,5,FALSE,FALSE
3307042,oneclick,28,TRUE,FALSE
3307309,oneclick,15,TRUE,FALSE
3307511,old,146,TRUE,TRUE
3307524,old,39,FALSE,TRUE
3307607,oneclick,5,TRUE,FALSE
3308126,old,2,FALSE,FALSE
3308209,oneclick,5,FALSE,FALSE
3308526,oneclick,17,FALSE,FALSE
3308731,oneclick,2,FALSE,FALSE
3308927,old,25,FALSE,FALSE
3309006,oneclick,31,FALSE,TRUE
3309023,oneclick,0,FALSE,FALSE
